Timestamp,Which course are you enrolled in?,How did you hear about County College of Morris? [CCM Web site],How did you hear about County College of Morris? [Social Media],How did you hear about County College of Morris? [Community Event],How did you hear about County College of Morris? [Family member or friend],How did you hear about County College of Morris? [Current CCM student],How did you hear about County College of Morris? [CCM Alumni],How did you hear about County College of Morris? [High School Teacher],How did you hear about County College of Morris? [High School Counselor],How did you hear about County College of Morris? [In-app advertisement],How did you hear about County College of Morris? [Employer],How did you hear about County College of Morris? [Billboard],How did you hear about County College of Morris? [Television],How did you hear about County College of Morris? [Radio],How did you hear about County College of Morris? [Other],To what extent did the following impact your decision to attend County College of Morris? [Affordable cost],To what extent did the following impact your decision to attend County College of Morris? [Location/convenience],To what extent did the following impact your decision to attend County College of Morris? [Choice of programs],To what extent did the following impact your decision to attend County College of Morris? [Online offerings],To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral],To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff],To what extent did the following impact your decision to attend County College of Morris? [College reputation],To what extent did the following impact your decision to attend County College of Morris? [Financial Aid],To what extent did the following impact your decision to attend County College of Morris? [Scholarships],To what extent did the following impact your decision to attend County College of Morris? [Small class sizes],To what extent did the following impact your decision to attend County College of Morris? [Extra-curricular opportunities],To what extent did the following impact your decision to attend County College of Morris? [Accepted my transfer credits],To what extent did the following impact your decision to attend County College of Morris? [Negative experience at another college],To what extent did the following impact your decision to attend County College of Morris? [NJ Stars Program],To what extent did the following impact your decision to attend County College of Morris? [Ability to transfer CCM credits to a 4-year school],To what extent did the following impact your decision to attend County College of Morris? [Get college credit while in high school],"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Titans Tuesday (Virtual) Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club],"To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]",To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Current CCM student],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Experience at work],To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Other],What degree program are you currently enrolled in?,What motivated you to seek a computing degree/certificate at CCM?  [To get a job in the computing field],What motivated you to seek a computing degree/certificate at CCM?  [Transfer to bachelor's level program],"What motivated you to seek a computing degree/certificate at CCM?  [Transfer credits back to HS degree (ShareTime, Challenger Program)]",What motivated you to seek a computing degree/certificate at CCM?  [Career Advancement],What motivated you to seek a computing degree/certificate at CCM?  [Career Change],What motivated you to seek a computing degree/certificate at CCM?  [Professional Development],What motivated you to seek a computing degree/certificate at CCM?  [Job Displacement],What motivated you to seek a computing degree/certificate at CCM?  [Relocation],What motivated you to seek a computing degree/certificate at CCM?  [To keep current in tech industry],What motivated you to seek a computing degree/certificate at CCM?  [IT Industry Certifications],What motivated you to seek a computing degree/certificate at CCM?  [Financial],What motivated you to seek a computing degree/certificate at CCM?  [Personal Enrichment],Did you receive information about the CCM computing programs from any of the following sources? [High school guidance counselor],Did you receive information about the CCM computing programs from any of the following sources? [High School Teacher],Did you receive information about the CCM computing programs from any of the following sources? [CCM Information Technologies Website],Did you receive information about the CCM computing programs from any of the following sources? [CCM Admissions],Did you receive information about the CCM computing programs from any of the following sources? [CCM advisor/counselor],Did you receive information about the CCM computing programs from any of the following sources? [Employer],Did you receive information about the CCM computing programs from any of the following sources? [CCM Workforce Development],Did you receive information about the CCM computing programs from any of the following sources? [NJ Workforce Development Program],Did you receive information about the CCM computing programs from any of the following sources? [Other],"Was a computing major/certificate your first choice, or did you change majors from a different CCM program? If you changed majors, indicate what your first major was.","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you in taking more computing classes?",Please explain your answer to the question above.  Why or why not would you be interested in taking another computing class?,Gender,Race/ethnicity,Age 
2024/09/09 12:33:58 PM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technologies ,,,,,,,,,,,,,,,,,,,,,,,2,Quite difficult and I do not see myself using it in the future ,Man,White/Caucasian,21-24
2024/09/09 6:00:11 PM AST,,No,No,Yes,No,No,No,Yes,Don't recall,No,No,No,No,No,Don't recall,Some Impact,Some Impact,Some Impact,No Impact,N/A,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,N/A,N/A,No Impact,No Impact,N/A,Yes,No,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,Not Sure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,CIS Game Development Option,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Don't recall,Don't recall,No,No,No,No,No,No,Don't recall,First Choice,,,Man,Hispanic or Latino;White/Caucasian;Multi-Racial,18 and younger
2024/09/10 9:00:12 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino;Asian,18 and younger
2024/09/10 12:34:53 PM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,3,"It all depends on what classes are required for my final semester, but I might not be looking back to this class overall.",Man,Hispanic or Latino,19-20
2024/09/10 3:06:47 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Don't recall,Don't recall,No,No,No,Yes,No,No,Yes,First Choice,,,Man,Asian,19-20
2024/09/10 3:07:28 PM AST,CMP 128 Computer Science I,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,Undecided,,,,,,,,,,,,,,,,,,,,,,,4,I work with Schneider Electric PLC Programming software on a daily basis and some of what I need to learn is based on basic Computer programming language,Man,White/Caucasian,21-24
2024/09/10 3:07:36 PM AST,CMP 128 Computer Science I,Yes,Yes,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Business Admin,,,,,,,,,,,,,,,,,,,,,,,2,This it the only computing class I would need to take to complete my degree.,Man,Asian,19-20
2024/09/10 3:07:42 PM AST,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,,,,,,,,,,,,3,N/A,Woman,Asian,19-20
2024/09/10 3:07:51 PM AST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,"Technical Studies, Applied Associate of Science",Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,No,No,No,First Choice,,,Woman,Hispanic or Latino,18 and younger
2024/09/10 3:08:06 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
